PT	AU	BA	BE	GP	AF	CA	TI	SO	SE	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	BP	EP	AR	DI	D2	PG	P2	WC	SC	GA	UT
J	Boscariol-Camargo, RL; Berger, IJ; Souza, AA; do Amaral, AM; Carlos, EF; Freitas-Astua, J; Takita, MA; Targon, MLPN; Medina, CL; Reis, MS; Machado, MA				Boscariol-Camargo, Raquel L.; Berger, Irving J.; Souza, Alessandra A.; do Amaral, Alexandre M.; Carlos, Eduardo F.; Freitas-Astua, Juliana; Takita, Marco A.; Targon, Maria Luisa P. N.; Medina, Camilo L.; Reis, Marcelo S.; Machado, Marcos A.		In silico analysis of ESTs from roots of Rangpur lime (Citrus limonia Osbeck) under water stress	GENETICS AND MOLECULAR BIOLOGY																								1415-4757					2007	30	3		S		906	916									WOS:000260157100019	
B	Pandey, G; Steinbach, M; Gupta, R; Garg, T; Kumar, V		Berkhin, P; Caruana, R; Wu, X; Gaffney, S		Pandey, Gaurav; Steinbach, Michael; Gupta, Rohit; Garg, Tushar; Kumar, Vipin		Association Analysis-based Transformations for Protein Interaction Networks: A Function Prediction Case Study	KDD-2007 PROCEEDINGS OF THE THIRTEENTH ACM SIGKDD INTERNATIONAL CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING				13th International Conference on Knowledge Discovery and Data Mining	AUG 12-15, 2007	San Jose, CA	ACM SIGKDD, ACM SIGMOD																		978-1-59593-609-7				2007						540	549									WOS:000266628300055	
B	Han, K; Cui, G; Chen, Y		Howard, D; Rhee, PK; Halgamuge, S; Yoo, SJ		Han, Kyungsook; Cui, Guangyu; Chen, Yu		Identifying functional groups by finding cliques and near-cliques in protein interaction networks	PROCEEDINGS OF THE FRONTIERS IN THE CONVERGENCE OF BIOSCIENCE AND INFORMATION TECHNOLOGIES				Conference on Frontiers in the Convergence of Bioscience and Information Technologies	OCT 11-13, 2007	Cheju Isl, SOUTH KOREA																			978-0-7695-2999-8				2007						159	164									WOS:000256289300029	
J	Serrano, R; Martin, H; Casamayor, A; Arino, J				Serrano, Raquel; Martin, Humberto; Casamayor, Antonio; Arino, Joaquin		Signaling alkaline pH stress in the yeast Saccharomyces cerevisiae through the Wsc1 cell surface sensor and the Slt2 MAPK pathway	JOURNAL OF BIOLOGICAL CHEMISTRY																								0021-9258				DEC 29	2006	281	52				39785	39795		10.1074/jbc.M604497200							WOS:000243033900006	
J	Ehlting, J; Provart, NJ; Werck-Reichhart, D				Ehlting, J.; Provart, N. J.; Werck-Reichhart, D.		Functional annotation of the Arabidopsis P450 superfamily based on large-scale co-expression analysis	BIOCHEMICAL SOCIETY TRANSACTIONS				8th International Symposium on Cytochrome P450 Biodiversity and Biotechnology	JUL 23-27, 2006	Swansea, WALES		Swansea Med Sch																0300-5127				DEC	2006	34		Part 6			1192	1198									WOS:000243013500048	
J	Zhang, SH; Ning, XM; Zhang, XS				Zhang, Shihua; Ning, Xuemei; Zhang, Xiang-Sun		Identification of functional modules in a PPI network by clique percolation clustering	COMPUTATIONAL BIOLOGY AND CHEMISTRY																								1476-9271				DEC	2006	30	6				445	451		10.1016/j.compbiolchem.2006.10.001							WOS:000243091500007	
J	Lehner, A; Riedel, K; Rattei, T; Ruepp, A; Frishman, D; Breeuwer, P; Diep, B; Eberl, L; Stephan, R				Lehner, Angelika; Riedel, Kathrin; Rattei, Thomas; Ruepp, Andreas; Frishman, Dimitrij; Breeuwer, Pieter; Diep, Benjamin; Eberl, Leo; Stephan, Roger		Molecular characterization of the alpha-glucosidase activity in Enterobacter sakazakii reveals the presence of a putative gene cluster for palatinose metabolism	SYSTEMATIC AND APPLIED MICROBIOLOGY																								0723-2020				DEC	2006	29	8				609	625		10.1016/j.syapm.2006.02.002							WOS:000242687100001	
J	Lehner, A; Grimm, M; Rattei, T; Ruepp, A; Frishman, D; Manzardo, GGG; Stephan, R				Lehner, Angelika; Grimm, Maya; Rattei, Thomas; Ruepp, Andreas; Frishman, Dmitrij; Manzardo, Giuseppe G. G.; Stephan, Roger		Cloning and characterization of Enterobacter sakazakii pigment genes and in situ spectroscopic analysis of the pigment	FEMS MICROBIOLOGY LETTERS																								0378-1097				DEC	2006	265	2				244	248		10.1111/j.1574-6968.2006.00500.x							WOS:000242196500014	
J	Li, L; Huang, YW; Xia, XF; Sun, ZR				Li, Li; Huang, Yingwu; Xia, Xuefeng; Sun, Zhirong		Preferential duplication in the sparse part of yeast protein interaction network	MOLECULAR BIOLOGY AND EVOLUTION																								0737-4038				DEC	2006	23	12				2467	2473		10.1093/molbev/msl121							WOS:000241955400025	
J	Huttenhower, C; Hibbs, M; Myers, C; Troyanskaya, OG				Huttenhower, Curtis; Hibbs, Matt; Myers, Chad; Troyanskaya, Olga G.		A scalable method for integration and functional analysis of multiple microarray datasets	BIOINFORMATICS																								1367-4803				DEC 1	2006	22	23				2890	2897		10.1093/informatics/btl492							WOS:000242246300009	
J	Baldwin, TK; Winnenburg, R; Urban, M; Rawlings, C; Koehler, J; Hammond-Kosack, KE				Baldwin, Thomas K.; Winnenburg, Rainer; Urban, Martin; Rawlings, Chris; Koehler, Jacob; Hammond-Kosack, Kim E.		The pathogen-host interactions database (PHI-base) provides insights into generic and novel themes of pathogenicity	MOLECULAR PLANT-MICROBE INTERACTIONS																								0894-0282				DEC	2006	19	12				1451	1462		10.1094/MPMI-19-1451							WOS:000242137100017	
J	Gonzalez, A; Ruiz, A; Serrano, R; Arino, J; Casamayor, A				Gonzalez, Asier; Ruiz, Amparo; Serrano, Raquel; Arino, Joaquin; Casamayor, Antonio		Transcriptional profiling of the protein phosphatase 2C family in yeast provides insights into the unique functional roles of ptc1	JOURNAL OF BIOLOGICAL CHEMISTRY																								0021-9258				NOV 17	2006	281	46				35057	35069		10.1074/jbc.M607919200							WOS:000241933700039	
J	Journot-Catalino, N; Somssich, IE; Roby, D; Kroj, T				Journot-Catalino, Noellie; Somssich, Imre E.; Roby, Dominique; Kroj, Thomas		The transcription factors WRKY11 and WRKY17 act as negative regulators of basal resistance in Arabidopsis thaliana	PLANT CELL																								1040-4651				NOV	2006	18	11				3289	3302		10.1105/tpc.106.044149							WOS:000243093700032	
J	Antonov, AV; Mewes, HW				Antonov, Alexey V.; Mewes, Hans W.		Complex functionality of gene groups identified from high-throughput data	JOURNAL OF MOLECULAR BIOLOGY																								0022-2836				OCT 13	2006	363	1				289	296		10.1016/j.jmb.2006.07.062							WOS:000241250300023	
J	Gerke, JP; Chen, CTL; Cohen, BA				Gerke, Justin P.; Chen, Christina T. L.; Cohen, Barak A.		Natural isolates of Saccharomyces cerevisiae display complex genetic variation in sporulation efficiency	GENETICS																								0016-6731				OCT	2006	174	2				985	997		10.1534/genetics.106.058453							WOS:000241798700035	
J	Itzkovitz, S; Tlusty, T; Alon, U				Itzkovitz, Shalev; Tlusty, Tsvi; Alon, Uri		Coding limits on the number of transcription factors	BMC GENOMICS																								1471-2164				SEP 19	2006	7							239	10.1186/1471-2164-7-239							WOS:000240975600002	
J	Mracek, J; Greiner, S; Cho, WK; Rauwolf, U; Braun, M; Umate, P; Altstatter, J; Stoppel, R; Mlcochova, L; Silber, MV; Volz, SM; White, S; Selmeier, R; Rudd, S; Herrmann, RG; Meurer, J				Mracek, Jaroslav; Greiner, Stephan; Cho, Won Kyong; Rauwolf, Uwe; Braun, Martha; Umate, Pavan; Altstaetter, Johannes; Stoppel, Rhea; Mlcochova, Lada; Silber, Martina V.; Volz, Stefanie M.; White, Sarah; Selmeier, Renate; Rudd, Stephen; Herrmann, Reinhold G.; Meurer, Joerg		Construction, database integration, and application of an Oenothera EST library	GENOMICS																								0888-7543				SEP	2006	88	3				372	380		10.1016/j.ygeno.2006.05.010							WOS:000240371500013	
J	Datta, S; Datta, S				Datta, Susmita; Datta, Somnath		Methods for evaluating clustering algorithms for gene expression data using a reference set of functional classes	BMC BIOINFORMATICS																								1471-2105				AUG 31	2006	7							397	10.1186/1471-2105-7-397							WOS:000240941800001	
J	Tu, K; Yu, H; Li, YX				Tu, Kang; Yu, Hui; Li, Yi-Xue		Combining gene expression profiles and protein-protein interaction data to infer gene functions	JOURNAL OF BIOTECHNOLOGY																								0168-1656				JUL 25	2006	124	3				475	485		10.1016/j.jbiotec.2006.01.024							WOS:000239156700001	
J	Kimura, Y; Yokoyama, R; Ishizu, Y; Nishigaki, T; Murahashi, Y; Hijikata, A; Kitamura, H; Ohara, O				Kimura, Yayoi; Yokoyama, Ryo; Ishizu, Yuri; Nishigaki, Toshio; Murahashi, Yasuaki; Hijikata, Atsushi; Kitamura, Hiroshi; Ohara, Osamu		Construction of quantitative proteome reference maps of mouse spleen and lymph node based on two-dimensional gel electrophoresis	PROTEOMICS																								1615-9853				JUL	2006	6	13				3833	3844		10.1002/pmic.200500586							WOS:000239045500011	
J	Tiwari, S; Spielman, M; Day, RC; Scott, RJ				Tiwari, S; Spielman, M; Day, RC; Scott, RJ		Proliferative phase endosperm promoters from Arabidopsis thaliana	PLANT BIOTECHNOLOGY JOURNAL																								1467-7644				JUL	2006	4	4				393	407		10.1111/j.1467-7652.2006.00189.x							WOS:000238256500003	
J	Qi, WH; Chil, K; Trail, F				Qi, WH; Chil, K; Trail, F		Microarray analysis of transcript accumulation during perithecium development in the filamentous fungus Gibberella zeae (anamorph Fusarium graminearum)	MOLECULAR GENETICS AND GENOMICS																								1617-4615				JUL	2006	276	1				87	100		10.1007/s00438-006-0125-9							WOS:000238521500008	
J	Chua, HN; Sung, WK; Wong, L				Chua, Hon Nian; Sung, Wing-Kin; Wong, Limsoon		Exploiting indirect neighbours and topological weight to predict protein function from protein-protein interactions	BIOINFORMATICS																								1367-4803				JUL 1	2006	22	13				1623	1630		10.1093/bioinformatics/btl145							WOS:000238905700012	
J	Tewfik, AH; Tchagang, AB; Vertatschitsch, L				Tewfik, AH; Tchagang, AB; Vertatschitsch, L		Parallel identification of gene biclusters with coherent evolutions	IEEE TRANSACTIONS ON SIGNAL PROCESSING																								1053-587X				JUN	2006	54	6	Part 2			2408	2417		10.1109/TSP.2006.873720							WOS:000237900200005	
J	Van der Graaff, E; Schwacke, R; Schneider, A; Desimone, M; Flugge, UI; Kunze, R				van der Graaff, Eric; Schwacke, Rainer; Schneider, Anja; Desimone, Marcelo; Fluegge, Ulf-Ingo; Kunze, Reinhard		Transcription analysis of arabidopsis membrane transporters and hormone pathways during developmental and induced leaf senescence	PLANT PHYSIOLOGY																								0032-0889				JUN	2006	141	2				776	792		10.1104/pp.106.079293							WOS:000238168800051	
J	Newcomb, RD; Crowhurst, RN; Gleave, AP; Rikkerink, EHA; Allan, AC; Beuning, LL; Bowen, JH; Gera, E; Jamieson, KR; Janssen, BJ; Laing, WA; McArtney, S; Nain, B; Ross, GS; Snowden, KC; Souleyre, EJF; Walton, EF; Yauk, YK				Newcomb, RD; Crowhurst, RN; Gleave, AP; Rikkerink, EHA; Allan, AC; Beuning, LL; Bowen, JH; Gera, E; Jamieson, KR; Janssen, BJ; Laing, WA; McArtney, S; Nain, B; Ross, GS; Snowden, KC; Souleyre, EJF; Walton, EF; Yauk, YK		Analyses of expressed sequence tags from apple	PLANT PHYSIOLOGY																								0032-0889				MAY	2006	141	1				147	166		10.1104/pp.105.076208							WOS:000237409400013	
J	Piippo, M; Allahverdiyeva, Y; Paakkarinen, V; Suoranta, UM; Battchikova, N; Aro, EM				Piippo, M; Allahverdiyeva, Y; Paakkarinen, V; Suoranta, UM; Battchikova, N; Aro, EM		Chloroplast-mediated regulation of nuclear genes in Arabidopsis thaliana in the absence of light stress	PHYSIOLOGICAL GENOMICS																								1094-8341				MAR 13	2006	25	1				142	152		10.1152/physiolgenomics.00256.2005							WOS:000236722700015	
J	Datta, S; Datta, S				Datta, Susmita; Datta, Somnath		Evaluation of clustering algorithms for gene expression data	BMC BIOINFORMATICS				Symposium of Computations in Bioinformatics and Bioscience in Conjunction with the International Multi-Symposium on Computer and Computational Sciences	JUN 20-24, 2006	Hangzhou, PEOPLES R CHINA																		1471-2105					2006	7			4				S17	10.1186/1471-2105-7-S4-S17							WOS:000244789600017	
J	Jakupovic, M; Heintz, M; Reichmann, P; Mendgen, K; Hahn, M				Jakupovic, M; Heintz, M; Reichmann, P; Mendgen, K; Hahn, M		Microarray analysis of expressed sequence tags from haustoria of the rust fungus Uromyces fabae	FUNGAL GENETICS AND BIOLOGY																								1087-1845				JAN	2006	43	1				8	19		10.1016/j.fgb.2005.09.001							WOS:000234906400002	
S	Zhang, SH; Ning, XM; Liu, HW; Zhang, XS	Huang, DS	Li, K; Irwin, GW		Zhang, Shi-Hua; Ning, Xue-Mei; Liu, Hong-Wei; Zhang, Xiang-Sun		Prediction of protein complexes based on protein interaction data and functional annotation data using kernel methods	COMPUTATIONAL INTELLIGENCE AND BIOINFORMATICS, PT 3, PROCEEDINGS	LECTURE NOTES IN COMPUTER SCIENCE			International Conference on Intelligent Computing (ICIC)	AUG 16-19, 2006	Kunming, PEOPLES R CHINA	IEEE Computat Intelligence Soc, Int Neural Network Soc, Natl Sci Fdn China																	0302-9743	3-540-37277-6				2006	4115					514	524									WOS:000240085400055	
S	Losko, S; Wenger, K; Kalus, W; Ramge, A; Wiehler, J; Heumann, K		Leser, U; Neumann, F; Eckman, B		Losko, Sascha; Wenger, Karsten; Kalus, Wenzel; Ramge, Andrea; Wiehler, Jens; Heumann, Klaus		Knowledge networks of biological and medical data: An exhaustive and flexible solution to model life science domains	DATA INTEGRATION IN THE LIFE SCIENCES, PROCEEDINGS	LECTURE NOTES IN COMPUTER SCIENCE			3rd International Workshop on Data Integration in the Life Sciences (DILS 2006)	JUL 20-22, 2006	Hinxton, ENGLAND	Microsoft Res, metanomics, metanomichshealth, IBM Res, EBI Ind Program, Schering																	0302-9743	3-540-36593-1				2006	4075					232	239									WOS:000239622300019	
J	Antonov, AV; Tetko, IV; Mewes, HW				Antonov, AV; Tetko, IV; Mewes, HW		A systematic approach to infer biological relevance and biases of gene network structures	NUCLEIC ACIDS RESEARCH																								0305-1048					2006	34	1						E6	10.1093/nar/gnj002							WOS:000234782300006	
J	Bryson, K; Loux, V; Bossy, R; Nicolas, P; Chaillou, S; van de Guchte, M; Penaud, S; Maguin, E; Hoebeke, M; Bessieres, P; Gibrat, JF				Bryson, K.; Loux, V.; Bossy, R.; Nicolas, P.; Chaillou, S.; van de Guchte, M.; Penaud, S.; Maguin, E.; Hoebeke, M.; Bessieres, P.; Gibrat, J-F		AGMIAL: implementing an annotation strategy for prokaryote genomes as a distributed system	NUCLEIC ACIDS RESEARCH																								0305-1048					2006	34	12				3533	3545		10.1093/nar/gkl471							WOS:000239908000019	
J	Vallenet, D; Labarre, L; Rouy, Z; Barbe, V; Bocs, S; Cruveiller, S; Lajus, A; Pascal, G; Scarpelli, C; Medigue, C				Vallenet, D; Labarre, L; Rouy, Z; Barbe, V; Bocs, S; Cruveiller, S; Lajus, A; Pascal, G; Scarpelli, C; Medigue, C		MaGe: a microbial genome annotation system supported by synteny results	NUCLEIC ACIDS RESEARCH																								0305-1048					2006	34	1				53	65		10.1093/nar/gkj406							WOS:000234782300013	
J	Mewes, HW; Frishman, D; Mayer, KFX; Munsterkotter, M; Noubibou, O; Pagel, P; Rattei, T; Oesterheld, M; Ruepp, A; Stumpflen, V				Mewes, H. W.; Frishman, D.; Mayer, K. F. X.; Muensterkoetter, M.; Noubibou, O.; Pagel, P.; Rattei, T.; Oesterheld, M.; Ruepp, A.; Stuempflen, V.		MIPS: analysis and annotation of proteins from whole genomes in 2005	NUCLEIC ACIDS RESEARCH																								0305-1048				JAN 1	2006	34				SI	D169	D172		10.1093/nar/gkj148							WOS:000239307700036	
J	Guldener, U; Munsterkotter, M; Oesterheld, M; Pagel, P; Ruepp, A; Mewes, HW; Stumpflen, V				Gueldener, Ulrich; Muensterkoetter, Martin; Oesterheld, Matthias; Pagel, Philipp; Ruepp, Andreas; Mewes, Hans-Werner; Stuempflen, Volker		MPact: the MIPS protein interaction resource on yeast	NUCLEIC ACIDS RESEARCH																								0305-1048				JAN 1	2006	34				SI	D436	D441		10.1093/nar/gkj003							WOS:000239307700096	
J	Guldener, U; Mannhaupt, G; Munsterkotter, M; Haase, D; Oesterheld, M; Stumpflen, V; Mewes, HW; Adam, G				Gueldener, Ulrich; Mannhaupt, Gertrud; Muensterkoetter, Martin; Haase, Dirk; Oesterheld, Matthias; Stuempflen, Volker; Mewes, Hans-Werner; Adam, Gerhard		FGDB: a comprehensive fungal genome resource on the plant pathogen Fusarium graminearum	NUCLEIC ACIDS RESEARCH																								0305-1048				JAN 1	2006	34				SI	D456	D458		10.1093/nar/gkj026							WOS:000239307700100	
J	Ruepp, A; Doudieu, ON; van den Oever, J; Brauner, B; Dunger-Kaltenbach, I; Fobo, G; Frishman, G; Montrone, C; Skornia, C; Wanka, S; Rattei, T; Pagel, P; Riley, L; Frishman, D; Surmeli, D; Tetko, IV; Oesterheld, M; Stumpflen, V; Mewes, HW				Ruepp, Andreas; Doudieu, Octave Noubibou; van den Oever, Jos; Brauner, Barbara; Dunger-Kaltenbach, Irmtraud; Fobo, Gisela; Frishman, Goar; Montrone, Corinna; Skornia, Christine; Wanka, Steffi; Rattei, Thomas; Pagel, Philipp; Riley, Louise; Frishman, Dmitrij; Surmeli, Dimitrij; Tetko, Igor V.; Oesterheld, Matthias; Stuempflen, Volker; Mewes, H. Werner		The Mouse Functional Genome Database (MfunGD): functional annotation of proteins in the light of their cellular context	NUCLEIC ACIDS RESEARCH																								0305-1048				JAN 1	2006	34				SI	D568	D571		10.1093/nar/gkj074							WOS:000239307700122	
J	Prokisch, H; Andreoli, C; Ahting, U; Heiss, K; Ruepp, A; Scharfe, C; Meitinger, T				Prokisch, H.; Andreoli, C.; Ahting, U.; Heiss, K.; Ruepp, A.; Scharfe, C.; Meitinger, T.		MitoP2: the mitochondrial proteome database - now including mouse data	NUCLEIC ACIDS RESEARCH																								0305-1048				JAN 1	2006	34				SI	D705	D711		10.1093/nar/gkj127							WOS:000239307700149	
J	Kresnowati, MTAP; van Winden, WA; Almering, MJH; ten Pierick, A; Ras, C; Knijnenburg, TA; Daran-Lapujade, P; Pronk, JT; Heijnen, JJ; Daran, JM				Kresnowati, M. T. A. P.; van Winden, W. A.; Almering, M. J. H.; ten Pierick, A.; Ras, C.; Knijnenburg, T. A.; Daran-Lapujade, P.; Pronk, J. T.; Heijnen, J. J.; Daran, J. M.		When transcriptome meets metabolome: fast cellular responses of yeast to sudden relief of glucose limitation	MOLECULAR SYSTEMS BIOLOGY																								1744-4292					2006	2							49	10.1038/msb4100083							WOS:000243245400046	
J	Dietmann, S; Aguilar, D; Mader, M; Oesterheld, M; Ruepp, A; Stuempflen, V; Mewes, HW				Dietmann, Sabine; Aguilar, Daniel; Mader, Michael; Oesterheld, Matthias; Ruepp, Andreas; Stuempflen, Volker; Mewes, Hans-Werner		Resources and tools for investigating biomolecular networks in mammals	CURRENT PHARMACEUTICAL DESIGN																								1381-6128					2006	12	29				3723	3734		10.2174/138161206778559722							WOS:000249955100004	
B	Cho, YR; Hwang, W; Zhang, AD			IEEE COMPUTER SOC	Cho, Young-Rae; Hwang, Woochang; Zhang, Aidong		Efficient modularization of weighted protein interaction networks using k-hop graph reduction	BIBE 2006: SIXTH IEEE SYMPOSIUM ON BIOINFORMATICS AND BIOENGINEERING, PROCEEDINGS				6th IEEE Syposium on BioInformatics and BioEngineering (BIBE 2006)	OCT 16-18, 2006	Arlington, VA	IEEE Comp Soc, Biol & Artificial Intelligence Soc, ITRI																		0-7695-2727-2				2006						289	298									WOS:000242503800039	
J	Tchagang, AB; Tewfik, AH				Tchagang, Alain B.; Tewfik, Ahmed H.		DNA microarray data analysis: A novel biclustering algorithm approach	EURASIP JOURNAL ON APPLIED SIGNAL PROCESSING																								1110-8657					2006								59809	10.1155/ASP/2006/59809							WOS:000242080300001	
B	Cho, YR; Hwang, WC; Zhang, AD		Tsumoto, S; Clifton, CW; Zhong, N; Wu, XD; Liu, JM; Wah, BW; Cheung, YM		Cho, Young-Rae; Hwang, Woochang; Zhang, Aidong		Identification of overlapping functional modules in protein interaction networks: Information flow-based approach	ICDM 2006: SIXTH IEEE INTERNATIONAL CONFERENCE ON DATA MINING, WORKSHOPS				6th IEEE International Conference on Data Mining	DEC 18-22, 2006	Hong Kong, PEOPLES R CHINA	IEEE																		978-0-7695-2702-4				2006						147	152									WOS:000245603100028	
S	Lee, MS; Park, SS		Yakhno, T; Neuhold, EJ		Lee, Min Su; Park, Seung Soo		Comparative analysis of classification methods for protein interaction verification system	ADVANCES IN INFORMATION SYSTEMS, PROCEEDINGS	LECTURE NOTES IN COMPUTER SCIENCE			4th International Conference on Advances in Information Systems	OCT 18-20, 2006	Izmir, TURKEY	Dokuz Eylul Univ Presidents Off, TUBITAK, Gonen Bilgi Teknolojileri Danismanlik Ltd																	0302-9743	3-540-46291-0				2006	4243					227	236									WOS:000241754200024	
B	Kohantorabi, F; Butler, G; Baker, CJO		Kone, MT; Lemire, D		Kohantorabi, Farzad; Butler, Gregory; Baker, Christopher J. O.		A distributed agent system upon Semantic Web technologies to provide biological data	Canadian Semantic Web	Semantic Web and Beyond: Computing for Human Experience			Canadian Semantic Web Working Symposium (CSWWS 2006)	JUN 06, 2006	Quebec City, CANADA		Laval Univ																	0-387-29815-0				2006	2					63	80									WOS:000238318600004	
B	Zhang, SH; Liu, HW; Ning, XM; Zhang, XS		Tsumoto, S; Clifton, CW; Zhong, N; Wu, XD; Liu, JM; Wah, BW; Cheung, YM		Zhang, Shihua; Liu, Hong-Wei; Ning, Xue-Mei; Zhang, Xiang-Sun		A graph-theoretic method for mining functional modules in large sparse protein interaction networks	ICDM 2006: Sixth IEEE International Conference on Data Mining, Workshops				6th IEEE International Conference on Data Mining	DEC 18-22, 2006	Hong Kong, PEOPLES R CHINA	IEEE																		978-0-7695-2702-4				2006						130	135									WOS:000245603100025	
S	Tewfik, A; Tchagang, A; Vertatschitsch, L			IEEE	Tewfik, Ahmed; Tchagang, Alain; Vertatschitsch, Laura		Parallel biclustering of genes with coherent evolutions: Algorithm and biological significance of the biclusters	2006 IEEE International Conference on Acoustics, Speech, and Signal Processing, Vol II, Proceedings: IMAGE AND MULTIDIMENSIONAL SIGNAL PROCESSING, SIGNAL PROCESSING EDUCATION, BIOIMAGING AND SIGNAL PROCESSING	International Conference on Acoustics Speech and Signal Processing (ICASSP)			31st IEEE International Conference on Acoustics, Speech and Signal Processing	MAY 14-19, 2006	Toulouse, FRANCE	IEEE Signal Proc Soc																	1520-6149					2006						1096A	+									WOS:000244780100275	
S	Tewfik, AH; Tchagang, AB; Vertatschitsch, L			IEEE	Tewfik, A. H.; Tchagang, A. B.; Vertatschitsch, L.		Parallel biclustering of genes with coherent evolutions: Algorithm and biological significance of the biclusters	2006 IEEE International Conference on Acoustics, Speech and Signal Processing, Vols 1-13	International Conference on Acoustics Speech and Signal Processing (ICASSP)			31st IEEE International Conference on Acoustics, Speech and Signal Processing	MAY 14-19, 2006	Toulouse, FRANCE	IEEE Signal Proc Soc																	1520-6149	978-1-4244-0468-1				2006						2344	2347									WOS:000245559902233	
J	Dephoure, N; Howson, RW; Blethrow, JD; Shokat, KM; O'Shea, EK				Dephoure, N; Howson, RW; Blethrow, JD; Shokat, KM; O'Shea, EK		Combining chemical genetics and proteomics to identify protein kinase substrates	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																								0027-8424				DEC 13	2005	102	50				17940	17945		10.1073/pnas.0509080102							WOS:000234010500013	
J	Lee, H; Lee, JS; Noh, EW; Bae, EK; Choi, YI; Han, MS				Lee, H; Lee, JS; Noh, EW; Bae, EK; Choi, YI; Han, MS		Generation and analysis of expressed sequence tags from poplar (Populus alba x P-tremula var. glandulosa) suspension cells	PLANT SCIENCE																								0168-9452				DEC	2005	169	6				1118	1124		10.1016/j.plantsci.2005.07.013							WOS:000233089200017	
J	Jammes, F; Lecomte, P; Almeida-Engler, J; Bitton, F; Martin-Magniette, ML; Renou, JP; Abad, P; Favery, B				Jammes, F; Lecomte, P; Almeida-Engler, J; Bitton, F; Martin-Magniette, ML; Renou, JP; Abad, P; Favery, B		Genome-wide expression profiling of the host response to root-knot nematode infection in Arabidopsis	PLANT JOURNAL																								0960-7412				NOV	2005	44	3				447	458		10.1111/j.1365-313X.2005.02532.x							WOS:000232660000008	
J	Lee, BH; Henderson, DA; Zhu, JK				Lee, BH; Henderson, DA; Zhu, JK		The Arabidopsis cold-responsive transcriptome and its regulation by ICE1	PLANT CELL																								1040-4651				NOV	2005	17	11				3155	3175		10.1105/tpc.105.035568							WOS:000232991700024	
J	Conesa, C; Ruotolo, R; Soularue, P; Simms, TA; Donze, D; Sentenac, A; Dieci, G				Conesa, C; Ruotolo, R; Soularue, P; Simms, TA; Donze, D; Sentenac, A; Dieci, G		Modulation of yeast genome expression in response to defective RNA polymerase III-dependent transcription	MOLECULAR AND CELLULAR BIOLOGY																								0270-7306				OCT	2005	25	19				8631	8642		10.1128/MCB.25.19.8631-8642.2005							WOS:000232063400020	
J	Holme, P; Huss, M				Holme, P; Huss, M		Role-similarity based functional prediction in networked systems: application to the yeast proteome	JOURNAL OF THE ROYAL SOCIETY INTERFACE																								1742-5689				SEP 22	2005	2	4				327	333		10.1098/rsif.2005.0046							WOS:000234342000006	
J	Maere, S; Heymans, K; Kuiper, M				Maere, S; Heymans, K; Kuiper, M		BiNGO: a Cytoscape plugin to assess overrepresentation of Gene Ontology categories in Biological Networks	BIOINFORMATICS																								1367-4803				AUG 15	2005	21	16				3448	3449		10.1093/bioinformatics/bti551							WOS:000231360600024	
J	Wang, A; Chapman, P; Chen, L; Stobbs, LW; Brown, DCW; Brandle, JE				Wang, A; Chapman, P; Chen, L; Stobbs, LW; Brown, DCW; Brandle, JE		A comparative survey, by expressed sequence tag analysis, of genes expressed in peach leaves infected with Plum pox virus (PPV) and free from PPV	CANADIAN JOURNAL OF PLANT PATHOLOGY-REVUE CANADIENNE DE PHYTOPATHOLOGIE																								0706-0661				JUL-SEP	2005	27	3				410	419									WOS:000233075000012	
J	Ehlting, J; Mattheus, N; Aeschliman, DS; Li, EY; Hamberger, B; Cullis, IF; Zhuang, J; Kaneda, M; Mansfield, SD; Samuels, L; Ritland, K; Ellis, BE; Bohlmann, J; Douglas, CJ				Ehlting, J; Mattheus, N; Aeschliman, DS; Li, EY; Hamberger, B; Cullis, IF; Zhuang, J; Kaneda, M; Mansfield, SD; Samuels, L; Ritland, K; Ellis, BE; Bohlmann, J; Douglas, CJ		Global transcript profiling of primary stems from Arabidopsis thaliana identifies candidate genes for missing links in lignin biosynthesis and transcriptional regulators of fiber differentiation	PLANT JOURNAL																								0960-7412				JUN	2005	42	5				618	640		10.1111/j.1365-313X.2005.02403.x							WOS:000229180400002	
J	Bowen, S; Roberts, C; Wheals, AE				Bowen, S; Roberts, C; Wheals, AE		Patterns of polymorphism and divergence in stress-related yeast proteins	YEAST																								0749-503X				JUN	2005	22	8				659	668		10.1002/yea.1240							WOS:000230946800006	
J	Tetko, IV; Brauner, B; Dunger-Kaltenbach, I; Frishman, G; Montrone, C; Fobo, G; Ruepp, A; Antonov, AV; Surmeli, D; Mewes, HW				Tetko, IV; Brauner, B; Dunger-Kaltenbach, I; Frishman, G; Montrone, C; Fobo, G; Ruepp, A; Antonov, AV; Surmeli, D; Mewes, HW		MIPS bacterial genomes functional annotation benchmark dataset	BIOINFORMATICS																								1367-4803				MAY 15	2005	21	10				2520	2521		10.1093/bioinformatics/bti380							WOS:000229285600050	
